,timestamp,close,high,low,open,volume
0,2025-12-15 09:30:00-05:00,685.1500244140625,685.760009765625,685.1099853515625,685.739990234375,2297894
1,2025-12-15 09:31:00-05:00,685.02001953125,685.239990234375,684.989990234375,685.1500244140625,433989
2,2025-12-15 09:32:00-05:00,685.030029296875,685.4199829101562,685.02001953125,685.02001953125,288648
3,2025-12-15 09:33:00-05:00,684.3800048828125,685.0499877929688,684.344970703125,685.030029296875,330555
4,2025-12-15 09:34:00-05:00,683.9550170898438,684.3862915039062,683.9400024414062,684.3699951171875,510782
5,2025-12-15 09:35:00-05:00,684.2100219726562,684.3796997070312,683.9400024414062,683.969970703125,876954
6,2025-12-15 09:36:00-05:00,684.7349853515625,684.7899780273438,684.0999755859375,684.1799926757812,265635
7,2025-12-15 09:37:00-05:00,684.77001953125,684.7943725585938,684.47998046875,684.739990234375,267702
8,2025-12-15 09:38:00-05:00,684.0999755859375,684.7899780273438,684.0900268554688,684.77001953125,190355
9,2025-12-15 09:39:00-05:00,683.5800170898438,684.1099853515625,683.5549926757812,684.0900268554688,337780
10,2025-12-15 09:40:00-05:00,684.1300048828125,684.27001953125,683.5599975585938,683.5900268554688,395058
11,2025-12-15 09:41:00-05:00,684.219970703125,684.3800048828125,683.7999877929688,684.1400146484375,320279
12,2025-12-15 09:42:00-05:00,684.0499877929688,684.4749755859375,684.010009765625,684.2100219726562,269425
13,2025-12-15 09:43:00-05:00,683.8699951171875,684.0900268554688,683.739990234375,684.030029296875,206451
14,2025-12-15 09:44:00-05:00,683.6199951171875,683.9099731445312,683.6099853515625,683.8699951171875,305610
15,2025-12-15 09:45:00-05:00,683.4099731445312,683.8712158203125,683.4000244140625,683.6199951171875,368235
16,2025-12-15 09:46:00-05:00,683.530029296875,683.6500244140625,683.219970703125,683.4099731445312,322017
17,2025-12-15 09:47:00-05:00,683.280029296875,683.739990234375,683.260009765625,683.530029296875,325914
18,2025-12-15 09:48:00-05:00,683.25,683.6199951171875,683.239990234375,683.260009765625,338680
19,2025-12-15 09:49:00-05:00,683.5800170898438,683.5800170898438,683.22998046875,683.25,205363
20,2025-12-15 09:50:00-05:00,683.1199951171875,683.72998046875,683.1099853515625,683.5900268554688,649352
21,2025-12-15 09:51:00-05:00,683.0900268554688,683.3200073242188,683.030029296875,683.1199951171875,231293
22,2025-12-15 09:52:00-05:00,682.739990234375,683.1201171875,682.6500244140625,683.0900268554688,372194
23,2025-12-15 09:53:00-05:00,682.719970703125,683.010009765625,682.6400146484375,682.739990234375,468223
24,2025-12-15 09:54:00-05:00,682.9149780273438,683.0800170898438,682.72998046875,682.75,342896
25,2025-12-15 09:55:00-05:00,682.780029296875,683.0,682.6300048828125,682.8900146484375,387862
26,2025-12-15 09:56:00-05:00,682.610107421875,682.8800048828125,682.5499877929688,682.77001953125,287802
27,2025-12-15 09:57:00-05:00,682.4500122070312,682.6300048828125,682.2999877929688,682.5999755859375,325257
28,2025-12-15 09:58:00-05:00,682.4600219726562,682.719970703125,682.375,682.4500122070312,400663
29,2025-12-15 09:59:00-05:00,682.4299926757812,682.6500244140625,682.35498046875,682.4600219726562,407726
30,2025-12-15 10:00:00-05:00,682.1199951171875,682.4500122070312,681.7000122070312,682.4299926757812,613231
31,2025-12-15 10:01:00-05:00,682.0599975585938,682.27001953125,681.8300170898438,682.1199951171875,451932
32,2025-12-15 10:02:00-05:00,682.030029296875,682.1599731445312,681.8499755859375,682.0599975585938,282715
33,2025-12-15 10:03:00-05:00,681.5800170898438,682.0700073242188,681.489990234375,682.0399780273438,336847
34,2025-12-15 10:04:00-05:00,681.5,681.5900268554688,681.1799926757812,681.5750122070312,252164
35,2025-12-15 10:05:00-05:00,682.4600219726562,682.5599975585938,681.4099731445312,681.5,403058
36,2025-12-15 10:06:00-05:00,682.2000122070312,682.5850219726562,682.0900268554688,682.4600219726562,249235
37,2025-12-15 10:07:00-05:00,682.4600219726562,682.5050048828125,681.9500122070312,682.2000122070312,236349
38,2025-12-15 10:08:00-05:00,681.9500122070312,682.5050048828125,681.9199829101562,682.469970703125,143585
39,2025-12-15 10:09:00-05:00,681.8200073242188,682.0612182617188,681.719970703125,681.9400024414062,303632
40,2025-12-15 10:10:00-05:00,681.5449829101562,681.89501953125,681.510009765625,681.7999877929688,218007
41,2025-12-15 10:11:00-05:00,681.2703857421875,681.5449829101562,681.1400146484375,681.5449829101562,460421
42,2025-12-15 10:12:00-05:00,681.3101196289062,681.5900268554688,681.1699829101562,681.25,334614
43,2025-12-15 10:13:00-05:00,681.4400024414062,681.4400024414062,681.1500244140625,681.3200073242188,188128
44,2025-12-15 10:14:00-05:00,681.364990234375,681.6099853515625,681.3400268554688,681.469970703125,137334
45,2025-12-15 10:15:00-05:00,680.9400024414062,681.5,680.8800048828125,681.3400268554688,402487
46,2025-12-15 10:16:00-05:00,681.0900268554688,681.2000122070312,680.760009765625,680.9400024414062,267811
47,2025-12-15 10:17:00-05:00,681.0499877929688,681.260009765625,680.8800048828125,681.0999755859375,287266
48,2025-12-15 10:18:00-05:00,680.75,681.0850219726562,680.72998046875,681.0549926757812,198909
49,2025-12-15 10:19:00-05:00,680.6699829101562,681.094970703125,680.6300048828125,680.719970703125,400407
50,2025-12-15 10:20:00-05:00,681.1900024414062,681.3300170898438,680.3800048828125,680.6799926757812,480413
51,2025-12-15 10:21:00-05:00,681.1699829101562,681.4600219726562,681.0744018554688,681.1699829101562,224565
52,2025-12-15 10:22:00-05:00,680.8200073242188,681.2100219726562,680.5700073242188,681.1500244140625,171366
53,2025-12-15 10:23:00-05:00,680.719970703125,681.0750122070312,680.7000122070312,680.8499755859375,182375
54,2025-12-15 10:24:00-05:00,679.8400268554688,680.760009765625,679.8300170898438,680.719970703125,502218
55,2025-12-15 10:25:00-05:00,679.5999755859375,680.1300048828125,679.510009765625,679.8300170898438,418870
56,2025-12-15 10:26:00-05:00,679.77001953125,679.8599853515625,679.4000244140625,679.6099853515625,401874
57,2025-12-15 10:27:00-05:00,680.0599975585938,680.0800170898438,679.5599975585938,679.780029296875,380156
58,2025-12-15 10:28:00-05:00,679.5899047851562,680.0900268554688,679.5399780273438,680.0599975585938,265147
59,2025-12-15 10:29:00-05:00,679.8200073242188,679.8499755859375,679.25,679.5700073242188,378730
60,2025-12-15 10:30:00-05:00,680.1500244140625,680.2100219726562,679.5900268554688,679.8200073242188,515907
61,2025-12-15 10:31:00-05:00,680.7100219726562,680.864990234375,680.0,680.1699829101562,470442
62,2025-12-15 10:32:00-05:00,680.6300048828125,681.0872192382812,680.5700073242188,680.719970703125,384075
63,2025-12-15 10:33:00-05:00,681.1950073242188,681.2050170898438,680.5,680.5999755859375,257908
64,2025-12-15 10:34:00-05:00,680.9000244140625,681.3200073242188,680.8699951171875,681.1900024414062,195902
65,2025-12-15 10:35:00-05:00,681.0700073242188,681.2899780273438,680.75,680.9000244140625,183237
66,2025-12-15 10:36:00-05:00,680.280029296875,681.1300048828125,680.2150268554688,681.0700073242188,178755
67,2025-12-15 10:37:00-05:00,681.0,681.0700073242188,680.1900024414062,680.27001953125,369829
