timestamp,open,high,low,close,volume,ensemble_sentiment,nltk_sentiment,score_finbert,score_vader,score,post_volume,ensemble_sentiment_norm,score_finbert_norm
2025-11-24 14:30:00+00:00,662.6900024414062,663.1099853515625,662.3800048828125,663.0499877929688,2547785,0.009089721127484863,0.07692307692307693,-0.15479496164390674,0.09884615384615386,29,13,0.07374186512621894,-0.16948703196649206
2025-11-24 14:31:00+00:00,663.0599975585938,663.9299926757812,663.0050048828125,663.6799926757812,374231,-0.025911802520851283,-0.1111111111111111,-0.11347498786118296,-0.03739444444444444,24,18,-0.09249782583317467,-0.05642841518220065
2025-11-24 14:32:00+00:00,663.6900024414062,664.5499877929688,663.6300048828125,664.530029296875,340748,0.05827967399779485,0.29411764705882354,0.06724810775588538,0.14234117647058822,34,17,0.3073694821872892,0.4380613276932872
2025-11-24 14:33:00+00:00,664.5399780273438,664.6699829101562,664.3400268554688,664.5750122070312,382065,0.0690817406853955,0.15789473684210525,-0.03769935304789168,0.058763157894736844,43,19,0.3586738838445258,0.15090686782139806
2025-11-24 14:34:00+00:00,664.5900268554688,665.0700073242188,664.3800048828125,665.0258178710938,450566,0.05418812709720805,0.25,-0.0567474916111678,0.121,48,20,0.28793668551440077,0.09878785609104823
2025-11-24 14:35:00+00:00,665.0399780273438,665.530029296875,665.030029296875,665.260009765625,497261,0.08497143601395865,0.2727272727272727,0.03164635011644073,0.0839969696969697,69,33,0.43414197110263086,0.3406487423182183
2025-11-24 14:36:00+00:00,665.27001953125,665.3900146484375,665.010009765625,665.1599731445312,315633,0.022635850772358933,0.10810810810810811,0.020614574260606946,0.07758648648648649,87,37,0.1380791902234022,0.31046388969722294
2025-11-24 14:37:00+00:00,665.1699829101562,665.3099975585938,664.3900146484375,664.5599975585938,375234,-0.004621055482396914,-0.18518518518518517,-0.03152866637403214,-0.08325185185185184,76,27,0.008622549483273456,0.16779093710044268
2025-11-24 14:38:00+00:00,664.5599975585938,664.6699829101562,664.1799926757812,664.22998046875,281699,0.000984599414840326,0.35714285714285715,-0.03412588805492435,0.15949285714285716,32,14,0.035246600113310045,0.16068448799503177
2025-11-24 14:39:00+00:00,664.219970703125,664.260009765625,663.77001953125,663.8400268554688,277899,-0.06276790816388451,-0.23076923076923078,-0.07953701727092266,-0.15999615384615387,48,26,-0.26754585155978783,0.036431760179407746
2025-11-24 14:40:00+00:00,663.8599853515625,664.260009765625,663.3099975585938,663.469970703125,352411,-0.012405784530111125,-0.09375,-0.0672043881204445,-0.01679375,91,32,-0.028351010985033342,0.07017597309683388
2025-11-24 14:41:00+00:00,663.47998046875,663.9299926757812,663.260009765625,663.9199829101562,279330,0.014398619513494025,0.0,-0.1020356294729056,0.0327483870967742,74,31,0.09895647109286365,-0.025128346041809135
2025-11-24 14:42:00+00:00,663.9199829101562,664.3800048828125,663.780029296875,664.2999877929688,259612,-0.046251605751365416,0.034482758620689655,-0.11572711266063411,-0.03996896551724138,93,29,-0.18910169477292804,-0.06259061934986176
2025-11-24 14:43:00+00:00,664.260009765625,664.3499755859375,663.3300170898438,663.5599975585938,273566,-0.00509515173631507,-0.038461538461538464,0.05091170074704747,-0.003984615384615388,76,26,0.006370829943055378,0.3933620839484462
2025-11-24 14:44:00+00:00,663.5599975585938,663.6400146484375,662.7100219726562,662.8900146484375,202237,-0.03256744177606702,0.12,-0.10576176710426807,-0.024508000000000002,108,25,-0.12410877580325885,-0.03532370504094451
2025-11-24 14:45:00+00:00,662.8800048828125,663.5900268554688,662.6900024414062,663.2999877929688,183248,-0.004077686887398353,0.04,-0.015814747549593448,0.007503999999999999,92,25,0.011203277917188226,0.21078694517861063
2025-11-24 14:46:00+00:00,663.2899780273438,663.35498046875,662.77001953125,663.1199951171875,261860,-0.0183415047602377,-0.08695652173913043,-0.037942830635153746,-0.07745217391304347,75,23,-0.05654270648353987,0.15024067090223792
2025-11-24 14:47:00+00:00,663.1099853515625,663.8900146484375,662.9299926757812,663.8300170898438,239089,0.037902886242336696,0.2777777777777778,-0.028335677252875432,0.09939166666666667,73,36,0.2105899552945063,0.17652750928084915
2025-11-24 14:48:00+00:00,663.8400268554688,663.9600219726562,663.489990234375,663.489990234375,198573,0.018661624867980668,0.0,0.022977166138589376,-0.021664000000000003,57,25,0.11920360946913222,0.3169283509564451
2025-11-24 14:49:00+00:00,663.5050048828125,663.5050048828125,662.2100219726562,662.3001708984375,244973,-0.009079849826081952,0.0,-0.11126606597099453,-0.012969999999999999,81,40,-0.012554488442072187,-0.05038442166946355
2025-11-24 14:50:00+00:00,662.3099975585938,662.3300170898438,661.5900268554688,661.8900146484375,294754,-0.06301845031073759,-0.07142857142857142,-0.16141189648104565,-0.0497095238095238,90,42,-0.2687358011598002,-0.18759211363891803
2025-11-24 14:51:00+00:00,661.8599853515625,662.45751953125,661.7899780273438,662.4199829101562,240748,0.01252913876846056,0.0,0.004266050023337209,-0.03192727272727273,70,33,0.09007737473033495,0.2657314911131998
2025-11-24 14:52:00+00:00,662.4400024414062,663.27001953125,662.4299926757812,662.9849853515625,228978,0.031297060869594405,0.2,0.02455091014504431,0.05530399999999999,56,25,0.1792155962943205,0.3212343875836212
2025-11-24 14:53:00+00:00,662.9600219726562,663.4500122070312,662.8200073242188,663.3800048828125,149400,-0.029066768033041427,-0.06451612903225806,-0.09397459901388613,-0.04594838709677419,76,31,-0.10748233042227595,-0.0030719682148261374
2025-11-24 14:54:00+00:00,663.3499755859375,663.6630249023438,662.719970703125,662.8599853515625,190455,0.01140736014948819,0.09090909090909091,-0.0795341957656836,0.034254545454545454,57,22,0.08474948864124787,0.03643948030723876
2025-11-24 14:55:00+00:00,662.8300170898438,663.0999755859375,662.5,662.6099853515625,255430,0.011463307401612399,0.06666666666666667,-0.03122677039355039,0.005746666666666666,87,30,0.08501521004231027,0.1686169768783352
2025-11-24 14:56:00+00:00,662.5999755859375,663.2999877929688,662.5700073242188,663.219970703125,295825,0.021831435284906848,-0.038461538461538464,-0.05570118193729567,-0.026203846153846157,84,26,0.13425861991393395,0.10165074088081227
