timestamp,close,high,low,open,volume
2025-12-08 09:30:00-05:00,686.3699951171875,686.6400146484375,686.0599975585938,686.5900268554688,1408772
2025-12-08 09:31:00-05:00,686.2100219726562,686.6300048828125,686.1699829101562,686.4000244140625,377449
2025-12-08 09:32:00-05:00,686.2150268554688,686.343017578125,686.030029296875,686.2100219726562,287676
2025-12-08 09:33:00-05:00,686.1900024414062,686.4600219726562,686.14501953125,686.2100219726562,255513
2025-12-08 09:34:00-05:00,686.119873046875,686.2000122070312,685.9199829101562,686.1699829101562,232656
2025-12-08 09:35:00-05:00,686.16650390625,686.2299194335938,685.9249877929688,686.1199951171875,224297
2025-12-08 09:36:00-05:00,686.010009765625,686.2100219726562,685.989990234375,686.1798706054688,259923
2025-12-08 09:37:00-05:00,685.969970703125,686.10498046875,685.9099731445312,686.0150146484375,186420
2025-12-08 09:38:00-05:00,686.0050048828125,686.0499877929688,685.75,685.9550170898438,255351
2025-12-08 09:39:00-05:00,685.7999877929688,686.0700073242188,685.75,686.030029296875,173310
2025-12-08 09:40:00-05:00,685.9199829101562,686.0,685.6500244140625,685.8099975585938,253360
2025-12-08 09:41:00-05:00,685.6400146484375,685.9400024414062,685.6199951171875,685.9199829101562,142238
2025-12-08 09:42:00-05:00,685.4400024414062,685.6400146484375,685.3400268554688,685.6300048828125,234975
2025-12-08 09:43:00-05:00,685.8599853515625,685.9099731445312,685.280029296875,685.469970703125,344383
2025-12-08 09:44:00-05:00,685.9199829101562,686.02001953125,685.7999877929688,685.8699951171875,220286
2025-12-08 09:45:00-05:00,685.8099975585938,685.9500122070312,685.7000122070312,685.9199829101562,104214
2025-12-08 09:46:00-05:00,685.9500732421875,685.97998046875,685.6699829101562,685.7899780273438,86815
2025-12-08 09:47:00-05:00,685.8045043945312,686.0999755859375,685.7949829101562,685.9600219726562,118543
2025-12-08 09:48:00-05:00,685.3350219726562,685.864990234375,685.27001953125,685.7899780273438,195459
2025-12-08 09:49:00-05:00,685.530029296875,685.6304931640625,684.97998046875,685.3300170898438,271166
2025-12-08 09:50:00-05:00,685.584228515625,685.8098754882812,685.4500122070312,685.510009765625,166089
2025-12-08 09:51:00-05:00,685.489990234375,685.5999755859375,685.4199829101562,685.5800170898438,125895
2025-12-08 09:52:00-05:00,685.6199951171875,685.6500244140625,685.4299926757812,685.510009765625,106494
2025-12-08 09:53:00-05:00,685.7000122070312,685.77001953125,685.5800170898438,685.6400146484375,90711
2025-12-08 09:54:00-05:00,685.8599853515625,685.9099731445312,685.6199951171875,685.7150268554688,83615
2025-12-08 09:55:00-05:00,685.6699829101562,685.9500122070312,685.635009765625,685.8499755859375,140572
2025-12-08 09:56:00-05:00,685.5800170898438,685.7550048828125,685.5399780273438,685.6799926757812,135487
2025-12-08 09:57:00-05:00,685.5850219726562,685.7100219726562,685.5,685.5900268554688,97227
2025-12-08 09:58:00-05:00,685.4299926757812,685.6500244140625,685.3900146484375,685.5599975585938,136073
2025-12-08 09:59:00-05:00,685.4400024414062,685.5549926757812,685.344970703125,685.4099731445312,115370
2025-12-08 10:00:00-05:00,685.4299926757812,685.510009765625,685.34619140625,685.4199829101562,123920
2025-12-08 10:01:00-05:00,685.469970703125,685.510009765625,685.260009765625,685.4199829101562,133953
2025-12-08 10:02:00-05:00,685.64990234375,685.7750244140625,685.4099731445312,685.469970703125,129159
2025-12-08 10:03:00-05:00,685.6599731445312,685.760009765625,685.5850219726562,685.6500244140625,108898
2025-12-08 10:04:00-05:00,685.6300048828125,685.77001953125,685.60498046875,685.6500244140625,72287
2025-12-08 10:05:00-05:00,685.3049926757812,685.6300048828125,685.2999877929688,685.6300048828125,141456
2025-12-08 10:06:00-05:00,685.3464965820312,685.4199829101562,685.2999877929688,685.3099975585938,93793
2025-12-08 10:07:00-05:00,685.3200073242188,685.469970703125,685.3198852539062,685.3599853515625,89949
2025-12-08 10:08:00-05:00,685.385009765625,685.5250244140625,685.27001953125,685.3099975585938,87336
2025-12-08 10:09:00-05:00,685.22998046875,685.3800048828125,685.0499877929688,685.3800048828125,105486
2025-12-08 10:10:00-05:00,685.0900268554688,685.239990234375,685.0449829101562,685.239990234375,106429
2025-12-08 10:11:00-05:00,685.02001953125,685.1599731445312,684.9299926757812,685.0800170898438,178220
2025-12-08 10:12:00-05:00,685.0900268554688,685.1900024414062,684.9400024414062,685.0150146484375,87047
2025-12-08 10:13:00-05:00,684.9600219726562,685.114990234375,684.9400024414062,685.0999755859375,84188
2025-12-08 10:14:00-05:00,684.9199829101562,685.0,684.8300170898438,684.9500122070312,111025
2025-12-08 10:15:00-05:00,684.77001953125,684.969970703125,684.6599731445312,684.9299926757812,211011
2025-12-08 10:16:00-05:00,684.9299926757812,684.9400024414062,684.7550048828125,684.760009765625,115943
2025-12-08 10:17:00-05:00,685.1599731445312,685.2100219726562,684.9349975585938,684.9400024414062,132276
2025-12-08 10:18:00-05:00,685.0050048828125,685.219970703125,684.969970703125,685.1649780273438,108375
2025-12-08 10:19:00-05:00,685.010009765625,685.0499877929688,684.9000244140625,684.9949951171875,144157
2025-12-08 10:20:00-05:00,685.02001953125,685.159912109375,684.8400268554688,685.0180053710938,127395
2025-12-08 10:21:00-05:00,684.9849853515625,685.1199951171875,684.89501953125,685.0499877929688,81498
2025-12-08 10:22:00-05:00,685.0050048828125,685.1599731445312,684.9400024414062,685.0,112953
2025-12-08 10:23:00-05:00,684.8400268554688,685.1099853515625,684.8350219726562,685.0050048828125,106992
2025-12-08 10:24:00-05:00,684.75,684.9099731445312,684.6900024414062,684.8350219726562,88105
2025-12-08 10:25:00-05:00,684.3049926757812,684.77001953125,684.2899780273438,684.75,204337
2025-12-08 10:26:00-05:00,684.0599975585938,684.3699951171875,683.8723754882812,684.3099975585938,260853
2025-12-08 10:27:00-05:00,684.4613037109375,684.5349731445312,684.0599975585938,684.0700073242188,167862
2025-12-08 10:28:00-05:00,684.4000244140625,684.655029296875,684.392578125,684.469970703125,94210
2025-12-08 10:29:00-05:00,684.5549926757812,684.5800170898438,684.331787109375,684.3800048828125,101755
2025-12-08 10:30:00-05:00,684.3499755859375,684.5399780273438,684.1599731445312,684.5399780273438,252767
2025-12-08 10:31:00-05:00,684.6420288085938,684.6900024414062,684.2899780273438,684.3400268554688,216468
2025-12-08 10:32:00-05:00,684.5850219726562,684.7100219726562,684.5347900390625,684.6500244140625,130840
2025-12-08 10:33:00-05:00,684.9500122070312,684.989990234375,684.5800170898438,684.5800170898438,142734
2025-12-08 10:34:00-05:00,684.9000244140625,684.969970703125,684.7999877929688,684.9500122070312,132037
2025-12-08 10:35:00-05:00,684.9299926757812,685.0499877929688,684.8099975585938,684.89501953125,121895
2025-12-08 10:36:00-05:00,684.7249755859375,684.9400024414062,684.6900024414062,684.9199829101562,123351
2025-12-08 10:37:00-05:00,684.77001953125,684.8250122070312,684.5499877929688,684.7349853515625,152618
2025-12-08 10:38:00-05:00,684.8300170898438,684.909912109375,684.75,684.77001953125,50468
2025-12-08 10:39:00-05:00,684.6900024414062,684.9199829101562,684.6599731445312,684.8300170898438,67418
2025-12-08 10:40:00-05:00,684.5900268554688,684.77001953125,684.5499877929688,684.6900024414062,98726
